11	8	0	0	13	0	1	9	0	0	3	15	0	2	0	0	
0	0	0	9	0	0	0	0	0	2	0	0	11	0	0	5	
15	6	7	0	0	0	2	3	0	11	0	0	9	0	14	4	
10	0	2	0	5	11	0	0	0	13	14	0	0	6	0	1	
0	11	0	16	9	13	14	0	15	0	0	0	10	12	0	0	
0	0	0	0	0	6	7	1	10	0	0	3	0	11	0	0	
7	0	10	6	0	16	0	12	0	0	9	11	14	1	0	13	
2	16	5	12	8	4	9	11	14	0	0	13	7	0	10	0	
8	4	0	0	14	1	15	13	7	0	0	6	2	0	0	12	
0	1	0	0	7	0	10	6	2	0	0	12	0	0	0	0	

10	0	0	3	0	0	0	16	0	0	0	0	15	6	14	0	
5	11	2	16	0	0	8	4	15	6	0	0	10	0	0	0	
0	0	8	0	0	0	14	0	0	0	0	3	5	0	2	0	
15	6	0	1	10	12	7	3	0	11	2	0	9	0	0	0	
0	0	0	0	0	0	0	11	14	0	0	0	0	3	0	6	
0	4	5	0	0	0	0	13	0	3	15	0	2	0	10	0	
0	0	0	13	0	3	0	6	2	0	0	0	8	4	0	0	
7	0	0	0	0	0	0	0	0	0	0	0	14	0	9	13	
12	2	0	10	11	0	16	0	13	14	4	0	0	7	0	0	
0	8	0	5	0	0	0	0	6	7	0	0	12	0	3	0	
0	0	4	0	6	7	0	0	0	0	0	0	0	8	16	0	
6	7	0	0	0	0	3	10	11	0	0	0	0	14	0	0	
16	5	12	0	4	0	0	0	1	0	0	0	3	0	6	7	
0	0	0	8	1	0	0	0	0	10	0	7	0	5	0	2	
0	15	0	14	3	0	0	7	0	0	0	2	4	9	0	8	
0	10	0	7	0	0	0	0	0	9	0	0	1	0	13	0	

2	0	5	0	0	4	9	13	0	0	15	0	7	0	10	0	
0	4	0	0	0	0	15	0	7	0	0	0	0	16	0	0	
0	1	0	6	0	0	0	0	0	16	0	11	0	4	9	0	
0	0	10	12	0	0	0	0	0	0	9	0	14	0	15	6	
5	0	8	0	9	13	0	1	15	0	7	0	0	0	2	16	
0	0	14	0	15	6	7	0	10	0	0	16	0	0	8	0	
0	0	0	0	0	0	0	16	5	0	0	0	9	0	0	1	
0	0	0	16	0	11	0	0	9	0	14	1	0	6	0	3	
0	5	0	0	4	0	0	0	0	0	0	7	0	10	0	0	
0	9	13	0	0	0	0	0	0	0	12	2	16	0	11	8	
1	0	0	0	3	0	0	0	0	5	0	0	0	0	13	14	
0	0	0	0	0	0	11	0	4	9	13	0	1	15	6	7	
0	8	0	9	0	14	0	15	0	7	3	0	0	2	0	0	
13	0	0	15	0	0	3	10	0	0	0	0	0	8	4	0	
0	7	3	0	12	0	16	5	11	0	0	0	0	14	1	15	
12	0	16	0	0	8	4	9	0	14	0	0	0	0	0	0	

0	0	0	0	0	15	0	14	0	0	0	0	16	5	11	0	
1	15	0	0	0	0	12	0	0	0	0	0	0	0	0	0	
3	0	0	0	16	0	0	2	4	0	13	0	0	0	6	0	
0	5	0	2	0	0	0	8	0	0	0	0	3	10	0	0	
0	0	0	9	0	0	0	0	12	0	0	10	0	0	4	5	
6	7	0	0	0	2	0	10	0	0	0	0	0	0	1	0	
0	0	16	0	11	8	0	0	13	0	0	0	6	0	0	15	
11	8	0	5	0	0	0	9	6	0	0	0	12	0	16	0	
9	0	14	0	0	0	0	1	0	0	0	0	0	0	8	16	
15	0	0	0	0	0	0	3	0	11	0	0	0	13	0	4	
10	0	0	3	5	0	8	16	0	0	14	0	0	0	0	0	
0	0	0	0	9	13	14	0	0	0	0	0	0	0	0	0	
14	1	0	0	7	3	0	0	0	0	5	12	0	0	0	11	
0	3	10	0	2	0	0	12	0	0	0	11	14	0	15	13	
0	0	0	12	8	0	9	11	14	0	0	0	7	3	10	0	
8	4	0	11	0	0	0	13	0	0	0	6	0	0	0	0	

0	0	14	0	10	0	0	0	0	0	2	16	0	0	8	4	
0	12	7	3	0	11	2	0	0	13	8	0	15	0	0	0	
5	11	0	0	0	13	8	0	0	0	14	1	10	0	7	3	
0	0	0	4	0	6	0	0	10	0	7	0	5	11	0	16	
0	0	0	6	2	16	0	0	0	0	5	11	0	0	0	0	
0	0	0	12	8	0	5	11	0	1	9	0	0	3	0	0	
0	4	5	11	0	0	9	0	0	3	0	6	2	0	10	0	
0	0	0	0	0	0	15	0	0	16	0	0	0	4	5	0	
6	0	1	0	0	2	0	0	11	8	0	0	13	0	0	9	
0	0	0	10	0	0	0	0	13	14	0	9	0	7	0	15	
0	0	0	0	13	0	4	0	6	7	1	0	0	0	0	10	
0	14	0	0	0	7	0	15	0	2	3	0	0	8	0	0	
3	0	6	0	0	0	12	0	0	9	0	0	1	0	0	14	
0	0	12	0	4	0	0	0	0	0	13	0	3	10	6	7	
0	9	11	0	1	15	0	14	3	10	0	7	16	5	0	2	
0	0	13	0	3	10	0	0	0	0	0	2	0	0	0	8	

0	0	3	0	0	0	0	5	0	0	0	9	0	0	0	0	
0	0	16	0	13	0	4	0	6	14	0	15	0	7	3	0	
0	0	0	0	6	0	0	0	12	7	0	10	11	0	0	5	
0	14	0	15	0	0	0	0	11	2	0	5	0	0	4	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	
0	0	0	0	1	9	13	0	0	15	6	0	0	0	12	2	
1	0	0	14	3	15	6	7	0	0	12	0	4	0	0	0	
3	15	0	0	0	10	12	0	0	5	11	0	1	9	13	0	
0	3	0	12	8	0	0	0	14	4	0	13	0	0	15	6	
0	0	5	0	0	0	0	0	7	1	15	6	2	3	0	0	
0	0	9	13	0	1	0	6	0	3	0	0	8	0	0	11	
0	1	15	0	0	0	10	12	0	16	0	0	0	0	0	0	
0	12	2	0	9	0	0	4	0	13	0	0	0	0	7	3	
0	11	0	0	15	13	0	0	0	0	0	0	5	12	0	0	
15	0	0	1	0	6	0	0	0	0	2	0	0	0	0	4	
0	0	7	0	0	0	0	16	9	0	8	4	0	0	14	0	

0	11	0	0	0	13	0	0	0	6	14	0	0	12	0	0	
0	0	0	0	0	6	14	1	0	12	7	0	0	11	2	0	
0	6	0	0	0	12	0	3	5	0	2	16	9	0	8	4	
0	12	0	0	0	0	0	16	9	0	8	4	0	0	14	0	
0	0	0	0	0	0	0	13	0	3	0	0	0	16	0	12	
0	0	0	0	0	0	15	6	2	0	10	0	8	0	5	0	
0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	13	
2	0	10	0	0	4	5	11	14	1	9	0	0	0	0	0	
0	0	16	5	13	0	4	9	0	0	1	0	12	2	0	0	
0	0	0	9	0	0	1	0	12	0	0	10	11	0	16	5	
6	7	0	0	12	0	3	0	11	0	16	0	0	14	0	0	
0	0	0	0	0	8	0	0	0	0	0	9	6	0	0	15	
4	9	11	0	1	15	0	0	3	0	6	7	16	0	12	0	
1	15	0	14	0	0	6	7	16	0	12	2	4	0	11	0	
0	10	6	0	16	0	0	2	4	0	11	8	0	0	0	0	
0	0	12	2	4	0	0	8	0	15	13	0	0	0	0	0	

0	8	0	9	6	0	1	0	12	0	0	0	11	2	0	0	
0	14	0	0	12	0	3	0	11	0	16	0	13	0	0	0	
0	7	3	10	11	2	16	0	0	8	0	0	0	0	0	0	
0	0	0	0	0	8	4	9	6	14	1	0	12	7	3	0	
1	0	13	14	3	0	6	0	16	0	0	0	0	0	11	8	
0	0	6	7	16	10	0	2	4	5	11	8	0	9	13	14	
16	10	12	0	0	0	11	0	0	9	0	14	3	15	0	0	
0	5	0	0	1	9	0	14	0	15	0	7	0	0	0	2	
14	0	0	13	7	1	0	0	0	0	0	0	8	16	5	11	
0	0	0	0	2	3	0	0	0	0	0	11	0	0	9	0	
2	0	0	0	0	0	0	11	14	4	9	0	7	1	15	0	
0	16	5	0	14	4	0	0	0	1	0	6	0	3	0	12	
0	13	0	0	0	6	0	3	0	12	2	16	0	11	0	0	
10	0	0	3	0	12	0	16	0	0	8	0	15	0	0	1	
5	0	0	16	9	11	8	0	0	0	0	0	10	6	7	0	
0	11	0	0	0	13	14	1	0	6	0	3	0	12	0	16	

0	0	15	0	7	0	0	12	0	0	0	11	0	0	9	0	
0	3	0	0	0	16	0	11	0	4	0	13	0	1	15	0	
0	0	5	0	8	0	0	13	14	1	15	6	0	3	10	0	
0	0	9	13	0	0	0	6	0	0	0	12	0	16	0	0	
0	0	0	3	0	12	0	0	5	0	0	0	0	0	14	0	
10	12	0	0	0	0	0	0	0	0	0	0	15	0	0	0	
5	0	8	0	0	13	0	0	0	6	7	0	10	0	2	0	
0	0	0	1	0	0	0	3	0	12	2	16	5	0	0	0	
0	0	0	7	0	0	12	2	16	0	11	0	0	0	0	14	
0	0	12	0	16	5	0	8	4	0	0	14	0	0	0	0	
0	0	0	0	4	0	0	0	0	15	6	0	0	0	0	2	
4	0	0	0	0	15	0	7	3	0	12	2	0	5	0	0	
6	0	0	10	12	2	0	0	0	0	0	0	13	0	1	0	
0	0	16	0	11	8	0	0	0	0	0	15	0	7	0	10	
0	0	0	9	0	14	1	0	0	0	0	0	0	0	16	5	
0	14	1	0	0	0	0	0	0	0	16	0	0	0	4	0	

0	10	0	0	0	0	0	0	0	0	0	0	0	15	0	0	
16	0	0	2	0	9	0	8	0	15	0	0	3	0	12	7	
4	9	0	0	1	0	0	0	0	0	12	0	0	5	11	0	
0	15	0	0	0	0	12	7	16	0	0	2	4	9	0	8	
0	2	0	0	0	0	4	5	13	14	1	0	0	7	3	0	
11	0	4	5	0	0	1	9	0	0	0	15	0	0	16	10	
13	14	1	9	6	0	0	15	0	0	16	0	11	0	0	0	
0	0	0	0	12	0	0	0	0	0	0	0	13	0	0	0	
0	0	2	0	0	0	8	0	0	0	14	4	0	6	7	0	
0	11	0	0	0	13	14	4	15	6	0	0	10	0	0	3	
0	0	14	0	0	0	0	0	0	0	2	0	0	0	0	0	
0	0	0	1	0	12	0	0	0	0	8	16	9	13	0	0	
0	16	5	12	0	4	9	11	0	0	15	0	0	0	0	6	
0	0	9	0	0	0	15	0	0	0	0	6	2	0	5	0	
14	1	0	13	7	0	0	0	0	16	5	0	0	4	0	0	
0	3	0	0	0	0	5	0	0	0	0	0	14	0	0	13	

